"Proper Name","Designation","HIP","Bayer ID","Constellation","Origin","Ethnic-Cultural_Group_or_Language","Reference","Additional info, e.g. constellation","Date of Adoption"
"Nunki","HR 7121","92855","σ Sgr","Sgr","ᵐᵘˡNUN.KI or ᵐᵘˡNUNᴷᴵ  = the star or constellation of Eridu where Eridu is one of the first big cities known. Archealogical proofs date back to the 3rd millennium (Sumer). It is located at the southern coast of Mesopotamia. The identification of the star or asterism is highly uncertain: it is often identified with Canopus and adjacent areas or ""somewhere in Argo"". ᵐᵘˡNUN.KI is listed in MUL.APIN and there, it seems to refer to the area of Aquarius with unknown identification (Canopus not excluded) but the identification with other Babylonian texts seems to propose only in the northern part of modern Argo, i.e. Vela. The Euphratean name ""Nunki"" was mentioned and associated with Sigma Sgr in Robert Brown, Jr. (1892, Proceedings of the Society of Biblical Archaeology, Volume 14, p. 298; ""Nun-ki"", ""Prince-of-the-Earth""), and its use diffused through the 20th century after being mentioned in Richard Hinckley Allen's (Star Names, their lore and meaning, p. 359). The modern Nunki is, thus, not identical with the Sumerian one; it is one of the many misapplications.","Sumerian","MUL.APIN I ii 20 (Hunger+Steele 2019), Horowitz, W. (2018) ‘Communication and miscommunication in the southern sky’, in Registers and Modes of Communication in the Ancient Near East. 1st edn. Routledge, pp. 69–84. Robert Brown, Jr. (1892, Proceedings of the Society of Biblical Archaeology, Volume 14, p. 298. Richard Hinckley Allen's (Star Names, their lore and meaning, p. 359).","","21/08/2016"
"Nusakan","HR 5747","75695","β CrB","CrB","Applied in recent times from the collective ind-A name al-nasaqan, ""the Two Lines [of stars]"" for two asterisms in today's Hercules, Serpens, Ophiuchus, and Lyra. al-nasaqan originally marked the boundaries of the ind-Arabs' al-rauda, ""the Pasture"". These boundaries were ""the Northern Line"" al-nasaq al-sha'ami, and ""the Southern Line"" al-nasaq al-yamani.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","CrB","12/09/2016"
"Nushagak","HD 17156","13192","","Cas","Nushagak is a regional river near Dilingham, Alaska, which is famous for its wild salmon that sustain local Indigenous communities.","NEWC","2019 IAU100 NameExoWorlds","","17/12/2019"
"Nyamien","WASP-15","0","","Cen","Nyamien refers to the supreme creator deity of Akan mythology.","NEWC","2019 IAU100 NameExoWorlds","","17/12/2019"
"Násti","HD 68988","40687","","UMa","Násti means star in the Northern Sami language of Norway.","Northern Sami","2019 IAU100 NameExoWorlds","","17/12/2019"
"Ogma","HD 149026","80838","","Her","Ogma was a deity of eloquence, writing, and great physical strength in the Celtic mythologies of Ireland and Scotland, and may be related to the Gallo-Roman deity ""Ogmios"".","NEWC","2015 NameExoWorlds","","15/12/2015"
"Okab","HR 7235","93747","ζ Aql","Aql","","Arabic","--","","01/06/2018"
"Orkaria","GJ 1214","","","Oph","Orkaria refers to the red ochre commonly donned by young Maa warriors during cultural ceremonies and alludes to the colour of GJ 1214.","Maa","NEWC Kenya: Terms describing aspects of the celestial body from the language of the Maa community, including the Maasai, Samburu, Ngasa and Il-Chamus, native to Kenya and Tanzania.","","01/08/2023"
"Paikauhale","HR 6165","81266","τ Sco","Sco","Au-haele, Hōkū-‘ula and Paikauhale are documented as three stars in a line, running from north to south. Two of the most reliable sources—Mary Puku‘i and Rubellite Johnson—both identify Hōkū-‘ula as Antares (α Sco), which makes Au-haele Alniyat (σ Sco) and Paikauhale τ Sco.","Hawaii'ian","Johnson, Mahelona and Ruggles (2015), Nā Inoa Hōkū, p. 201","","10/08/2018"
"Parumleo","WASP-32","0","","Psc","Parumleo is a Latin term for little lion, symbolising Singapore's struggle for independence.","Modern","2019 IAU100 NameExoWorlds","","17/12/2019"
"Peacock","HR 7790","100751","α Pav","Pav","Invented for The Air Almanac of the HM Nautical Almanac Office","English","""A Personal History of H.M. Nautical Almanac Office: 30 October 1930-18 February 1972"" by Donald H. Sadler.  Edited by George A. Wilkins. Sidford, Devon, 2008. Copyright United Kingdom Hydrographic Office, 2008.","","20/07/2016"
"Petra","WASP-80","0","","Aql","Petra is a historical and archaeological city in southern Jordan and a UNESCO World Heritage site.","Greek","2019 IAU100 NameExoWorlds","","17/12/2019"
"Phact","HR 1956","26634","α Col","Col","Applied in recent times from the Arabic word fakhita, ""ring dove,"" used in connection with the constellation Cygnus in a Renaissance discussion of Arabic bird names.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Col","20/07/2016"
"Phecda","HR 4554","58001","γ UMa","UMa","Applied in recent times from an abbreviation of its sci-A name fakhidh al-dubb al-akbar, ""the Thigh of the Greater Bear.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","UMa","20/07/2016"
"Pherkad","HR 5735","75097","γ UMi","UMi","Applied in recent times from the singular form of the ind-A asterism name al-farqadan, ""the Two Calves,"" for β and γ UMi.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","UMi","21/08/2016"
"Phoenicia","HD 192263","99711","V1703 Aql","Aql","Phoenicia was an ancient thalassocratic civilisation of the Mediterranean that originated from the area of modern-day Lebanon.","Latin","2019 IAU100 NameExoWorlds","","17/12/2019"
"Phyllon Kissinou","23 Com","61394","","Com","Contemporary modern astronomers have used the nickname ""Kissin""; therefore, the real name was made official. The term originates from the phrase ""φύλλοv κισσίνου (phyllon kissinou, an ivy leaf)"" in Ptolemy's Almagest.","Ancient Greek","see ASE","","16/05/2024"
"Piautos","HR 3268","40881","λ Cnc","Cnc","","--","--","","01/06/2018"
"Pincoya","HD 164604","88414","","Sgr","Pincoya is a female water spirit from southern Chilean mythology who is said to bring drowned sailors to the Caleuche so that they can live in the afterlife.","NEWC","2019 IAU100 NameExoWorlds","","17/12/2019"
"Pipirima","HR 6252","82545","μ2 Sco","Sco","There are many versions of a widespread Polynesian story of two children fleeing their uncaring parents to become two shining stars, the stars themselves being variously recorded as Castor and Pollux (α and β Gem), Shaula and Lesath (λ and υ Sco), ζ and θ Sco, and µ¹ and µ² Sco as well as [possibly] ω¹ and ω² Sco. In Tahiti, Pipiri was the twin brother of Rehua: Pipiri ma refers to the two together, ma ""with, and"" being used after names to mean ""et al."". Calderon identifies the two children as µ¹ and µ² Sco, their mother being Shaula (λ Sco) and their father Lesath (υ Sco).","Tahitian","Calderon, George (Tihoti) (1921). Tahiti. p.173; Makemson, Maud (1941). The Morning Star Rises. p.243-244 #482","","05/09/2017"
"Pipit","HR 2451","31685","ν Pup","Pup","Among the Kendayan (Dayak Kenayatn) people of West Kalimantan province, Borneo, Indonesia, the star ν Pup is identified as ""Pipit"".","Dayak","see ASE","","25/08/2024"
"Pipoltr","TrES-3","0","V1434 Her","Her","In the local dialect of Triesenberg, Pipoltr is a bright and visible butterfly, alluding to the properties of a star.","Triesenberg dialect","2019 IAU100 NameExoWorlds","","17/12/2019"
"Pleione","HR 1180","17851","28 Tau","Tau","These names were individually applied in Renaissance times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","30/06/2016"
"Poerava","HD 221287","116084","","Tuc","Poerava is the word in the Cook Islands Maori language for a large mystical black pearl of utter beauty and perfection.","Cook Islands Maori","2019 IAU100 NameExoWorlds","","17/12/2019"
"Polaris","HR 424","11767","α UMi","UMi","A Latin adjective meaning ""of the pole"" (related to the noun polus, ""the pole""). Applied as a star name to α UMi in Renaissance times, it reflects the star's temporary proximity to the north celestial pole.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","30/06/2016"
"Polaris Australis","HR 7228","104382","σ Oct","Oct","","Latin","--","","05/09/2017"
"Polis","HR 6812","89341","μ Sgr","Sgr","","Latin","--","","05/09/2017"
"Pollux","HR 2990","37826","β Gem","Gem","This is the classical Latin form of its ancient Greek name Πολυδεύκης, a character in Greek mythology, the twin of Castor (α Gem). Reapplied in Renaissance times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","15/12/2015"
"Porrima","HR 4825","61941","γ Vir","Vir","The name of a Roman goddess, one of several mythological names mentioned in connection with the constellation Virgo. Applied as a star name in recent times.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","20/07/2016"
"Praecipua","HR 4247","53229","46 LMi","LMi","","Latin","--","","30/06/2017"
"Prima Hyadum","HR 1346","20205","γ Tau","Tau","","Latin","--","","05/09/2017"
"Procyon","HR 2943","37279","α CMi","CMi","From its ancient Greek name Προκύων, ""the One Preceding the Dog"", referring to its rising shortly before the ""Dog Star"", Sirius. Reapplied in Renaissance times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","30/06/2016"
"Propus","HR 2216","29655","η Gem","Gem","Applied in Renaissance times from the Greek word πρόπους, ""forward foot"", used by Ptolemy in the Almagest in describing this star.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","20/07/2016"
"Proxima Centauri","GJ 551","70890","α Cen","Cen","Its recent Latin name meaning ""the Nearest"", as this component of the system is currently the nearest star to our solar system.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","21/08/2016"
"Ran","HR 1084","16537","ε Eri","Eri","Ran is the Norse goddess of the sea, who stirs up the waves and captures sailors with her net.","Old Norse","2015 NameExoWorlds","","15/12/2015"
"Rana","HR 1136","17378","δ Eri","Eri","Rana is Latin ""The Frog"". There are several stars named ""frog"" in the Arabic culture but at different places.  WGSN placed the name at that constellation of the river.","Latin","","","04/04/2022"
"Rapeto","HD 153950","83547","","Sco","Rapeto is a giant creature from Malagasy tales.","Malagasy","2019 IAU100 NameExoWorlds","","17/12/2019"
"Rasalas","HR 3905","48455","μ Leo","Leo","Applied in recent times from an abbreviation of its sci-A name ra's alasad (al-shamali), ""(the Northern [Part] of) the Lion's Head."" As originally applied, μ Leo was ""Rasalasad Borealis""  abbreviated in the first Western astronomical source as ""Rasalas. Bor.,"" for lack of space in the line), and ε Leo was ""Rasalasad Australis"" (after the sci-A).","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Leo","12/09/2016"
"Rasalgethi","HR 6406","84345","α1 Her","Her","Applied with various spellings since medieval times, from its sci-A name ra's al-jathi, ""the Kneeler's Head.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Her","30/06/2016"
"Rasalhague","HR 6556","86032","α Oph","Oph","Applied with various spellings since medieval times, from its sci-A name ra's al-bawwa', ""the Head of the Serpent Collector.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Oph","20/07/2016"
"Rastaban","HR 6536","85670","β Dra","Dra","Applied with various spellings since medieval times, from the sci-A name ra's al-tinnin, ""the Serpent's Head,"" for γ Dra. Transferred to β Dra in recent times (originally Ptolemy had γ Dra on the ""head,"" and β more specifically on the ""eye"").","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","Dra","21/08/2016"
"Regulus","HR 3982","49669","α Leo","Leo","The name is a Latin translation of the ancient Greek name for this star: βασιλίσκος, ""the (little) King"" or ""the Kingly One"", which is a translation of the Sumerian name of the star: LUGAL (The King). The Romans, following the Greeks, called the star stella regia, ""the Royal Star"". Later, the Medieval Latin Almagest, translating from the Arabic (where in one version the original Greek diminutive had been lost), had rex, ""the King"". The form ""Regulus"" (again, the [little] King"") first appears in 1522, obviously formed by some Renaissance scholar after the Greek diminutive name.","Latin","MUL.APIN I i 9 (Hunger and Steele 2019). Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","","30/06/2016"
"Revati","HR 361","5737","ζ Psc","Psc","","Indian","--","","30/06/2017"
"Rhombus","HR 1336","19780","α Ret","Ret","Lacaille named the constellation ''Réticule Rhomboïde'' which may refer to the earlier constellation ""Rhombus"" that Habrecht (1621) defined in the area.","Latin","see ASE","","19/09/2024"
